Phrase,Target
power bi experience cms,1.0
technical background – api,0.0
nice experience development,0.0
minimal viable product,0.0
budget timelines,0.0
translate business,0.0
technical terms experience figma,0.0
sitecore offer,0.0
strong business analyst chotot goods categories,1.0
home appliances,0.0
pets,0.0
accessories,0.0
hobbies,0.0
ideal candidate join team transform cho tot business model,0.0
take responsibility,0.0
enable transactions,0.0
trust convenience,0.0
building strategy,0.0
annual planning,0.0
ambitious growth rate,0.0
enable transactions goods categories,0.0
big amounts data,0.0
research market,0.0
talk customers,0.0
users problems/opportunities,0.0
transactions site,0.0
time work,0.0
appropriate solutions,0.0
customer service marketing teams,0.0
enhance transaction performance site,0.0
appropriate success metrics,0.0
optimise transaction performance,0.0
excellent deliverables,0.0
appropriate timeline,0.0
blockages project,0.0
related ad-hoc duties,0.0
degree areas,1.0
business/ finance/ product development,1.0
e-commerce/ fintech/,1.0
digital products advantage,0.0
strong user-focused mindset,1.0
competency data analysis ability,1.0
key challenges,0.0
scalable recommendations self-motivation,1.0
positive mindset attitude,1.0
ethic eagerness,1.0
extra mile deliver results competency,0.0
big query thank,0.0
projects customers,0.0
centric mindset organize workshops,0.0
subject matter experts,0.0
goals objectives,0.0
initial high level requirements,0.0
ux tech sponsors,1.0
project scope vision identify constraints,0.0
assumptions,0.0
risks issues,0.0
functional specification document,0.0
lead meetings smes,0.0
product roadmap,0.0
ux ui lead,0.0
journeys designs,0.0
product roadmap user stories,0.0
head operation,0.0
backend,1.0
align front end user,0.0
customer experience work technology team deliver,0.0
evaluate business users,0.0
product/spec discussions,0.0
key technology vendors,0.0
aml,1.0
los,1.0
business team,0.0
user acceptance test identify gaps opportunities,0.0
team test plans,0.0
execute project change management training activities,0.0
help prioritize business requirements development cycle document learnings,0.0
management processes experience requirements,0.0
business finance,1.0
retail banking fintech,1.0
good techno-functional skills,1.0
end-to-end project delivery,0.0
uat change management,0.0
strong sense ownership entrepreneurship spirit,1.0
knowledge project methodology,1.0
high quality project,0.0
iterative development process,0.0
scrum knowledge tools,1.0
lucid chart,1.0
workflows,1.0
functional specifications document user requirements,0.0
functional design,0.0
understanding digital experience,1.0
excellent communication skills education requirements,1.0
button contact ms. minh anh,0.0
minhanh.vo @ adecco.com discuss,0.0
hybris,0.0
ecommerce platform,0.0
future ecommerce today,0.0
stores web,0.0
mobile,1.0
b2c b2b,1.0
powerful search merchandising,0.0
master data management,0.0
/ pim,0.0
order management,0.0
single stack,0.0
service-oriented technology,0.0
hybris manage,0.0
skus,0.0
retail sites,0.0
wholesale distributors,0.0
physical retailers,0.0
second,0.0
spring release,1.0
spring mvc spring integration frameworks,1.0
full-text search solr,1.0
rdbms-independent,0.0
support mongodb,1.0
certain modules,0.0
old jsp,0.0
top-edge javascript frameworks,0.0
support rest soap,0.0
modular architecture,1.0
cloud integration,1.0
code practices,0.0
checkstyle,0.0
cpd,1.0
pmd,1.0
findbugs,1.0
client ’ business stakeholders,0.0
solutions specifications,0.0
digital use cases,0.0
functional specifications solution backlog,0.0
clear understanding requirements solutions,1.0
business efficient,1.0
customer experience expectations,1.0
work qa team,0.0
test cases meet requirements,0.0
uat sessions,0.0
senior stakeholders,0.0
external customers,0.0
subject matter expertise client ’ products services,0.0
product owner role project,0.0
technical lead/project manager define work developers,0.0
ideas solutions,0.0
successful understand business,0.0
trends strategy,0.0
strategic plans,0.0
maintains test plan strategy map requirements traceability,0.0
support business user acceptance/integration,0.0
pm architect project,0.0
strong stakeholder management skills,1.0
excellent written/verbal communication skills,1.0
english experience,1.0
information updates leadership,1.0
commerce,1.0
ie,0.0
website,1.0
story/backlogs project,1.0
manner,0.0
solution architecture experience,1.0
disseminate significant amounts information attention detail accuracy ability work,0.0
navigate organizational complexities,0.0
support/resources,0.0
ability enthusiasm work,0.0
multiple clients,0.0
diverse domains,0.0
mobile terms,0.0
location knowledge,1.0
frameworks technology landscape self-confidence,0.0
adaptable able cope,0.0
able identify new opportunities,0.0
website application development,1.0
digital solutions,1.0
complex digital projects,0.0
relate high-level business objectives,0.0
present concepts,0.0
non-it audiences,0.0
understandable manner,0.0
digital technologies solutions,1.0
email automation,1.0
experience industry verticals,1.0
bfsi,1.0
healthcare,1.0
hospitality,1.0
overall experience,0.0
requirements document,0.0
solution backlog commerce,1.0
business administration,1.0
formal certification business analysis practice education requirements interest,0.0
associate consultant,0.0
australian cloud,0.0
mobile pos software food outlet,0.0
hospitality stores,0.0
business analyst role role,0.0
someone experience business analyst,0.0
product analyst,1.0
detail-focused work,0.0
hospitality domain,0.0
role report,0.0
input sequence break,0.0
apart work vision,0.0
picture,0.0
testable accurate user stories,0.0
various partner business,0.0
group integration partners,0.0
understood story kickoffs,0.0
constant communication,0.0
variety analysis documentation techniques,1.0
application visualisation techniques,1.0
joint understanding processes data liaise client team,0.0
c-suite executives,1.0
quality analysts,1.0
tech architects,1.0
user experience designers,1.0
manage product backlogs,1.0
eye software delivery,0.0
requirement dependencies,0.0
analysis process,1.0
showcases,0.0
analysis workshops,1.0
business vision objective,0.0
release plan,0.0
team stand-ups,0.0
iteration planning sessions,0.0
analytical support product roadmap help,0.0
strategic planning,1.0
estimation sessions,0.0
requirement questions issues,0.0
delivery process,0.0
professional experience business analyst product,1.0
continuous delivery methodologies,1.0
record delivering,0.0
impactful software,1.0
collaborative software delivery team attention detail,0.0
practical approach,0.0
day-to-day work,0.0
story-writing delivery draw line,0.0
client/product strategy team,0.0
root,0.0
product/clients,0.0
points,0.0
business opportunity problem,0.0
deliver solution excellent,0.0
ability run,0.0
end users stakeholders,0.0
organisation understand businesses,0.0
experience modelling business,1.0
variety tools techniques,1.0
requirement elicitation sessions,0.0
genuine passion quality software,1.0
sketch code knack prioritisation,0.0
buy-in stakeholders,0.0
resilient flexible ambiguous situations,0.0
technical business perspectives,0.0
outstanding international reputation field,0.0
well-recognised brand offers,0.0
job job description communicate customers,0.0
unify list business requirements customer transmit project team,0.0
survey,0.0
software design,1.0
process building,0.0
customers management optimization software solutions,0.0
document specifying business requirements,0.0
survey analysis results,1.0
pm director qualifications,0.0
year experience ba software companies,1.0
sap understanding software production process,1.0
requirements process analysis,1.0
software deployment,1.0
good writing skills,1.0
customer care,0.0
good teamwork spirit willingness,1.0
various roles,0.0
fellow team members,0.0
salary twice/year,1.0
~,0.0
days/ week,0.0
good remuneration company,0.0
year bonus,0.0
… recognition rewards,0.0
high promotion opportunity,0.0
good career path development,0.0
continuous professional training,0.0
performing requirements analysis,0.0
results efforts,0.0
coaching,0.0
junior staff,0.0
allocating resources,0.0
managing projects,0.0
liaison stakeholders users,0.0
monitoring deliverables,0.0
timely completion projects,0.0
bachelor software development mathematics,1.0
ccba/cbap plus,1.0
desired experience,1.0
hard skill,0.0
+,0.0
knowledge software development process,1.0
formal analysis techniques,1.0
strong responsibility,0.0
understand customer ’ business environment,1.0
proven ability document business requirements,1.0
unambiguous succinct fashion,1.0
+ nice,0.0
babok plus,1.0
experience supply chain,1.0
distribution,0.0
retailers,1.0
manufacture,1.0
soft skill,0.0
excellent problem-solving analytical skills,1.0
mature judgment,1.0
analyze problems,1.0
exceptional presentation client relation skills contact,1.0
